# Enhanced routing data format for plot_routing.py
# Cell format: CELL x y width height cell_name
78 1 2 77 1 2 1301610787
77 1 2 76 1 2 1301610787
76 1 2 75 1 2 1301610787
75 1 2 74 1 2 1301610787
74 1 2 73 1 2 1301610787
73 1 2 72 1 2 1301610787
72 1 2 71 1 2 1301610787
71 1 2 70 1 2 1301610787
70 1 2 69 1 2 1301610787
69 1 2 68 1 2 1301610787
68 1 2 67 1 2 1301610787
67 1 2 66 1 2 1301610787
66 1 2 65 1 2 1301610787
65 1 2 64 1 2 1301610787
64 1 2 63 1 2 1301610787
63 1 2 62 1 2 1301610787
62 1 2 61 1 2 1301610787
61 1 2 60 1 2 1301610787
60 1 2 59 1 2 1301610787
59 1 2 58 1 2 1301610787
58 1 2 57 1 2 1301610787
57 1 2 56 1 2 1301610787
56 1 2 55 1 2 1301610787
55 1 2 54 1 2 1301610787
54 1 2 53 1 2 1301610787
53 1 2 52 1 2 1301610787
52 1 2 51 1 2 1301610787
51 1 2 50 1 2 1301610787
50 1 2 50 1 1 1301610787
50 1 1 50 2 1 1301610787
50 2 1 50 3 1 1301610787
50 3 1 50 4 1 1301610787
50 4 1 50 5 1 1301610787
50 5 1 50 6 1 1301610787
40 97 1 40 97 2 1407190559
40 97 2 41 97 2 1407190559
41 97 2 42 97 2 1407190559
42 97 2 43 97 2 1407190559
43 97 2 44 97 2 1407190559
44 97 2 45 97 2 1407190559
45 97 2 46 97 2 1407190559
46 97 2 47 97 2 1407190559
47 97 2 47 97 1 1407190559
47 97 1 47 96 1 1407190559
47 96 1 47 95 1 1407190559
47 95 1 47 94 1 1407190559
47 94 1 47 93 1 1407190559
47 93 1 47 92 1 1407190559
47 92 1 47 92 2 1407190559
47 92 2 48 92 2 1407190559
48 92 2 49 92 2 1407190559
49 92 2 50 92 2 1407190559
50 92 2 51 92 2 1407190559
51 92 2 52 92 2 1407190559
52 92 2 52 92 1 1407190559
52 92 1 52 91 1 1407190559
52 91 1 52 90 1 1407190559
52 90 1 52 89 1 1407190559
52 89 1 52 88 1 1407190559
52 88 1 52 87 1 1407190559
52 87 1 52 86 1 1407190559
52 86 1 52 85 1 1407190559
52 85 1 52 84 1 1407190559
52 84 1 52 83 1 1407190559
52 83 1 52 82 1 1407190559
52 82 1 52 81 1 1407190559
52 81 1 52 80 1 1407190559
52 80 1 52 79 1 1407190559
52 79 1 52 78 1 1407190559
52 78 1 52 77 1 1407190559
52 77 1 52 76 1 1407190559
52 76 1 52 75 1 1407190559
52 75 1 52 74 1 1407190559
52 74 1 52 73 1 1407190559
52 73 1 52 72 1 1407190559
52 72 1 52 71 1 1407190559
52 71 1 52 70 1 1407190559
52 70 1 52 69 1 1407190559
52 69 1 52 68 1 1407190559
52 68 1 52 67 1 1407190559
52 67 1 52 66 1 1407190559
52 66 1 52 65 1 1407190559
52 65 1 52 64 1 1407190559
52 64 1 52 63 1 1407190559
52 63 1 52 63 2 1407190559
52 63 2 53 63 2 1407190559
53 63 2 53 63 1 1407190559
53 63 1 53 62 1 1407190559
53 62 1 53 61 1 1407190559
53 61 1 53 60 1 1407190559
53 60 1 53 59 1 1407190559
53 59 1 53 59 2 1407190559
53 59 2 54 59 2 1407190559
54 59 2 55 59 2 1407190559
55 59 2 56 59 2 1407190559
56 59 2 57 59 2 1407190559
57 59 2 58 59 2 1407190559
58 59 2 59 59 2 1407190559
59 59 2 60 59 2 1407190559
60 59 2 61 59 2 1407190559
61 59 2 62 59 2 1407190559
62 59 2 63 59 2 1407190559
63 59 2 64 59 2 1407190559
64 59 2 64 59 1 1407190559
64 59 1 64 58 1 1407190559
64 58 1 64 57 1 1407190559
64 57 1 64 57 2 1407190559
64 57 2 65 57 2 1407190559
65 57 2 65 57 1 1407190559
65 57 1 65 56 1 1407190559
65 56 1 65 55 1 1407190559
65 55 1 65 54 1 1407190559
65 54 1 65 53 1 1407190559
65 53 1 65 52 1 1407190559
65 52 1 65 52 2 1407190559
65 52 2 66 52 2 1407190559
66 52 2 67 52 2 1407190559
67 52 2 68 52 2 1407190559
68 52 2 69 52 2 1407190559
69 52 2 70 52 2 1407190559
70 52 2 71 52 2 1407190559
71 52 2 72 52 2 1407190559
72 52 2 73 52 2 1407190559
73 52 2 74 52 2 1407190559
74 52 2 75 52 2 1407190559
75 52 2 76 52 2 1407190559
76 52 2 76 52 1 1407190559
76 52 1 76 51 1 1407190559
76 51 1 76 50 1 1407190559
76 50 1 76 49 1 1407190559
76 49 1 76 48 1 1407190559
76 48 1 76 48 2 1407190559
76 48 2 77 48 2 1407190559
77 48 2 78 48 2 1407190559
78 48 2 79 48 2 1407190559
79 48 2 80 48 2 1407190559
80 48 2 81 48 2 1407190559
81 48 2 82 48 2 1407190559
82 48 2 83 48 2 1407190559
83 48 2 84 48 2 1407190559
84 48 2 85 48 2 1407190559
85 48 2 86 48 2 1407190559
86 48 2 87 48 2 1407190559
87 48 2 88 48 2 1407190559
88 48 2 89 48 2 1407190559
89 48 2 90 48 2 1407190559
90 48 2 91 48 2 1407190559
91 48 2 92 48 2 1407190559
92 48 2 93 48 2 1407190559
93 48 2 94 48 2 1407190559
94 48 2 95 48 2 1407190559
95 48 2 96 48 2 1407190559
96 48 2 97 48 2 1407190559
97 48 2 98 48 2 1407190559
98 48 2 99 48 2 1407190559
99 48 2 100 48 2 1407190559
100 48 2 101 48 2 1407190559
101 48 2 102 48 2 1407190559
102 48 2 103 48 2 1407190559
103 48 2 104 48 2 1407190559
104 48 2 105 48 2 1407190559
105 48 2 106 48 2 1407190559
106 48 2 107 48 2 1407190559
107 48 2 108 48 2 1407190559
108 48 2 109 48 2 1407190559
109 48 2 110 48 2 1407190559
110 48 2 111 48 2 1407190559
111 48 2 112 48 2 1407190559
112 48 2 113 48 2 1407190559
113 48 2 114 48 2 1407190559
114 48 2 115 48 2 1407190559
115 48 2 116 48 2 1407190559
116 48 2 116 48 1 1407190559
116 48 1 116 49 1 1407190559
116 49 1 116 50 1 1407190559
116 50 1 116 51 1 1407190559
116 51 1 116 52 1 1407190559
116 52 1 116 53 1 1407190559
116 53 1 116 52 1 1407190559
116 52 1 116 51 1 1407190559
116 51 1 116 50 1 1407190559
116 50 1 116 50 2 1407190559
116 50 2 117 50 2 1407190559
117 50 2 118 50 2 1407190559
118 50 2 119 50 2 1407190559
119 50 2 120 50 2 1407190559
120 50 2 121 50 2 1407190559
121 50 2 122 50 2 1407190559
122 50 2 123 50 2 1407190559
123 50 2 124 50 2 1407190559
124 50 2 125 50 2 1407190559
125 50 2 126 50 2 1407190559
126 50 2 127 50 2 1407190559
127 50 2 127 50 1 1407190559
127 50 1 127 51 1 1407190559
127 51 1 127 52 1 1407190559
127 52 1 127 53 1 1407190559
127 53 1 127 54 1 1407190559
127 54 1 127 55 1 1407190559
127 55 1 127 56 1 1407190559
127 56 1 127 57 1 1407190559
127 57 1 127 58 1 1407190559
127 58 1 127 59 1 1407190559
127 59 1 127 59 2 1407190559
127 59 2 128 59 2 1407190559
128 59 2 129 59 2 1407190559
129 59 2 130 59 2 1407190559
130 59 2 131 59 2 1407190559
131 59 2 132 59 2 1407190559
132 59 2 132 59 1 1407190559
132 59 1 132 60 1 1407190559
132 60 1 132 61 1 1407190559
132 61 1 132 62 1 1407190559
132 62 1 132 62 0 1407190559
132 62 0 133 62 0 1407190559
133 62 0 134 62 0 1407190559
134 62 0 135 62 0 1407190559
135 62 0 136 62 0 1407190559
136 62 0 137 62 0 1407190559
137 62 0 138 62 0 1407190559
138 62 0 139 62 0 1407190559
139 62 0 139 62 1 1407190559
139 62 1 139 63 1 1407190559
139 63 1 139 64 1 1407190559
139 64 1 139 65 1 1407190559
139 65 1 139 66 1 1407190559
139 66 1 139 67 1 1407190559
139 67 1 139 68 1 1407190559
139 68 1 139 69 1 1407190559
139 69 1 139 70 1 1407190559
139 70 1 139 71 1 1407190559
139 71 1 139 72 1 1407190559
139 72 1 139 73 1 1407190559
139 73 1 139 74 1 1407190559
139 74 1 139 75 1 1407190559
139 75 1 139 76 1 1407190559
139 76 1 139 77 1 1407190559
139 77 1 139 78 1 1407190559
139 78 1 139 79 1 1407190559
139 79 1 139 80 1 1407190559
139 80 1 139 80 0 1407190559
139 80 0 140 80 0 1407190559
140 80 0 141 80 0 1407190559
141 80 0 142 80 0 1407190559
142 80 0 143 80 0 1407190559
143 80 0 144 80 0 1407190559
144 80 0 145 80 0 1407190559
145 80 0 146 80 0 1407190559
146 80 0 147 80 0 1407190559
147 80 0 148 80 0 1407190559
148 80 0 149 80 0 1407190559
149 80 0 150 80 0 1407190559
150 80 0 151 80 0 1407190559
151 80 0 152 80 0 1407190559
152 80 0 153 80 0 1407190559
153 80 0 154 80 0 1407190559
154 80 0 155 80 0 1407190559
155 80 0 156 80 0 1407190559
156 80 0 157 80 0 1407190559
157 80 0 157 80 1 1407190559
157 80 1 157 81 1 1407190559
157 81 1 157 82 1 1407190559
157 82 1 157 83 1 1407190559
157 83 1 157 84 1 1407190559
157 84 1 157 85 1 1407190559
157 85 1 157 86 1 1407190559
157 86 1 157 87 1 1407190559
157 87 1 157 88 1 1407190559
157 88 1 157 89 1 1407190559
157 89 1 157 89 2 1407190559
157 89 2 156 89 2 1407190559
156 89 2 155 89 2 1407190559
155 89 2 154 89 2 1407190559
154 89 2 154 89 1 1407190559
154 89 1 154 90 1 1407190559
154 90 1 154 91 1 1407190559
154 91 1 154 92 1 1407190559
154 92 1 154 93 1 1407190559
154 93 1 154 94 1 1407190559
154 94 1 154 95 1 1407190559
154 95 1 154 96 1 1407190559
154 96 1 154 97 1 1407190559
154 97 1 154 98 1 1407190559
154 98 1 154 99 1 1407190559
154 99 1 154 100 1 1407190559
154 100 1 154 101 1 1407190559
154 101 1 154 102 1 1407190559
154 102 1 154 102 2 1407190559
154 102 2 155 102 2 1407190559
155 102 2 156 102 2 1407190559
156 102 2 157 102 2 1407190559
157 102 2 158 102 2 1407190559
158 102 2 159 102 2 1407190559
159 102 2 160 102 2 1407190559
160 102 2 161 102 2 1407190559
161 102 2 161 102 1 1407190559
161 102 1 161 103 1 1407190559
161 103 1 161 104 1 1407190559
161 104 1 161 105 1 1407190559
161 105 1 161 106 1 1407190559
161 106 1 161 107 1 1407190559
161 107 1 161 108 1 1407190559
161 108 1 161 109 1 1407190559
161 109 1 161 110 1 1407190559
161 110 1 161 110 2 1407190559
161 110 2 162 110 2 1407190559
162 110 2 162 110 1 1407190559
162 110 1 162 111 1 1407190559
162 111 1 162 112 1 1407190559
162 112 1 162 113 1 1407190559
162 113 1 162 114 1 1407190559
162 114 1 162 115 1 1407190559
162 115 1 162 116 1 1407190559
162 116 1 162 117 1 1407190559
162 117 1 162 118 1 1407190559
162 118 1 162 119 1 1407190559
162 119 1 162 120 1 1407190559
162 120 1 162 121 1 1407190559
162 121 1 162 122 1 1407190559
162 122 1 162 123 1 1407190559
162 123 1 162 124 1 1407190559
162 124 1 162 125 1 1407190559
162 125 1 162 126 1 1407190559
162 126 1 162 126 2 1407190559
162 126 2 161 126 2 1407190559
161 126 2 160 126 2 1407190559
160 126 2 159 126 2 1407190559
159 126 2 158 126 2 1407190559
158 126 2 158 126 1 1407190559
158 126 1 158 127 1 1407190559
158 127 1 158 128 1 1407190559
158 128 1 158 129 1 1407190559
158 129 1 158 130 1 1407190559
158 130 1 158 131 1 1407190559
158 131 1 158 132 1 1407190559
158 132 1 158 133 1 1407190559
158 133 1 158 133 2 1407190559
158 133 2 157 133 2 1407190559
157 133 2 156 133 2 1407190559
156 133 2 155 133 2 1407190559
155 133 2 154 133 2 1407190559
154 133 2 153 133 2 1407190559
153 133 2 152 133 2 1407190559
152 133 2 151 133 2 1407190559
151 133 2 151 133 1 1407190559
151 133 1 151 134 1 1407190559
151 134 1 151 135 1 1407190559
151 135 1 151 136 1 1407190559
151 136 1 151 137 1 1407190559
151 137 1 151 138 1 1407190559
151 138 1 151 139 1 1407190559
151 139 1 151 140 1 1407190559
151 140 1 151 141 1 1407190559
151 141 1 151 142 1 1407190559
151 142 1 151 142 2 1407190559
151 142 2 150 142 2 1407190559
150 142 2 149 142 2 1407190559
149 142 2 148 142 2 1407190559
148 142 2 148 142 1 1407190559
148 142 1 148 143 1 1407190559
148 143 1 148 144 1 1407190559
148 144 1 148 145 1 1407190559
148 145 1 148 146 1 1407190559
148 146 1 148 147 1 1407190559
148 147 1 148 148 1 1407190559
148 148 1 148 149 1 1407190559
148 149 1 148 150 1 1407190559
148 150 1 148 151 1 1407190559
148 151 1 148 152 1 1407190559
148 152 1 148 153 1 1407190559
148 153 1 148 154 1 1407190559
148 154 1 148 155 1 1407190559
148 155 1 148 156 1 1407190559
148 156 1 148 157 1 1407190559
148 157 1 148 158 1 1407190559
148 158 1 148 159 1 1407190559
148 159 1 148 160 1 1407190559
148 160 1 148 161 1 1407190559
148 161 1 148 161 2 1407190559
148 161 2 147 161 2 1407190559
147 161 2 146 161 2 1407190559
146 161 2 145 161 2 1407190559
145 161 2 144 161 2 1407190559
144 161 2 143 161 2 1407190559
143 161 2 142 161 2 1407190559
142 161 2 141 161 2 1407190559
141 161 2 140 161 2 1407190559
140 161 2 139 161 2 1407190559
139 161 2 138 161 2 1407190559
138 161 2 137 161 2 1407190559
137 161 2 136 161 2 1407190559
136 161 2 135 161 2 1407190559
135 161 2 134 161 2 1407190559
134 161 2 133 161 2 1407190559
133 161 2 133 161 1 1407190559
133 161 1 133 160 1 1407190559
133 160 1 133 159 1 1407190559
133 159 1 133 158 1 1407190559
133 158 1 133 158 2 1407190559
133 158 2 132 158 2 1407190559
132 158 2 132 158 1 1407190559
132 158 1 132 157 1 1407190559
132 157 1 132 156 1 1407190559
132 156 1 132 155 1 1407190559
132 155 1 132 154 1 1407190559
132 111 1 132 111 2 1420948196
132 111 2 131 111 2 1420948196
131 111 2 130 111 2 1420948196
130 111 2 129 111 2 1420948196
129 111 2 128 111 2 1420948196
128 111 2 127 111 2 1420948196
127 111 2 126 111 2 1420948196
126 111 2 125 111 2 1420948196
125 111 2 124 111 2 1420948196
124 111 2 123 111 2 1420948196
123 111 2 122 111 2 1420948196
122 111 2 121 111 2 1420948196
121 111 2 120 111 2 1420948196
120 111 2 119 111 2 1420948196
119 111 2 118 111 2 1420948196
118 111 2 117 111 2 1420948196
117 111 2 116 111 2 1420948196
116 111 2 115 111 2 1420948196
115 111 2 114 111 2 1420948196
114 111 2 113 111 2 1420948196
113 111 2 112 111 2 1420948196
112 111 2 111 111 2 1420948196
111 111 2 110 111 2 1420948196
110 111 2 109 111 2 1420948196
109 111 2 108 111 2 1420948196
108 111 2 107 111 2 1420948196
107 111 2 106 111 2 1420948196
106 111 2 105 111 2 1420948196
105 111 2 104 111 2 1420948196
104 111 2 103 111 2 1420948196
103 111 2 102 111 2 1420948196
102 111 2 101 111 2 1420948196
101 111 2 100 111 2 1420948196
100 111 2 99 111 2 1420948196
99 111 2 98 111 2 1420948196
98 111 2 97 111 2 1420948196
97 111 2 96 111 2 1420948196
96 111 2 95 111 2 1420948196
95 111 2 94 111 2 1420948196
94 111 2 93 111 2 1420948196
93 111 2 92 111 2 1420948196
92 111 2 91 111 2 1420948196
91 111 2 90 111 2 1420948196
90 111 2 89 111 2 1420948196
89 111 2 88 111 2 1420948196
88 111 2 87 111 2 1420948196
87 111 2 86 111 2 1420948196
86 111 2 85 111 2 1420948196
85 111 2 84 111 2 1420948196
84 111 2 83 111 2 1420948196
83 111 2 82 111 2 1420948196
82 111 2 81 111 2 1420948196
81 111 2 80 111 2 1420948196
80 111 2 79 111 2 1420948196
79 111 2 78 111 2 1420948196
78 111 2 77 111 2 1420948196
77 111 2 76 111 2 1420948196
76 111 2 75 111 2 1420948196
75 111 2 74 111 2 1420948196
74 111 2 73 111 2 1420948196
73 111 2 72 111 2 1420948196
72 111 2 71 111 2 1420948196
71 111 2 70 111 2 1420948196
70 111 2 69 111 2 1420948196
69 111 2 68 111 2 1420948196
68 111 2 67 111 2 1420948196
67 111 2 66 111 2 1420948196
66 111 2 65 111 2 1420948196
65 111 2 64 111 2 1420948196
64 111 2 63 111 2 1420948196
63 111 2 62 111 2 1420948196
62 111 2 61 111 2 1420948196
61 111 2 60 111 2 1420948196
60 111 2 59 111 2 1420948196
59 111 2 58 111 2 1420948196
58 111 2 57 111 2 1420948196
57 111 2 56 111 2 1420948196
56 111 2 55 111 2 1420948196
55 111 2 54 111 2 1420948196
54 111 2 53 111 2 1420948196
53 111 2 52 111 2 1420948196
52 111 2 51 111 2 1420948196
51 111 2 50 111 2 1420948196
50 111 2 49 111 2 1420948196
49 111 2 48 111 2 1420948196
48 111 2 47 111 2 1420948196
47 111 2 46 111 2 1420948196
46 111 2 45 111 2 1420948196
45 111 2 44 111 2 1420948196
44 111 2 43 111 2 1420948196
43 111 2 42 111 2 1420948196
42 111 2 41 111 2 1420948196
41 111 2 40 111 2 1420948196
40 111 2 39 111 2 1420948196
39 111 2 38 111 2 1420948196
38 111 2 37 111 2 1420948196
37 111 2 36 111 2 1420948196
36 111 2 35 111 2 1420948196
35 111 2 34 111 2 1420948196
34 111 2 33 111 2 1420948196
33 111 2 32 111 2 1420948196
32 111 2 31 111 2 1420948196
31 111 2 30 111 2 1420948196
30 111 2 29 111 2 1420948196
29 111 2 28 111 2 1420948196
28 111 2 27 111 2 1420948196
27 111 2 26 111 2 1420948196
26 111 2 25 111 2 1420948196
25 111 2 24 111 2 1420948196
24 111 2 23 111 2 1420948196
23 111 2 22 111 2 1420948196
22 111 2 21 111 2 1420948196
21 111 2 20 111 2 1420948196
20 111 2 19 111 2 1420948196
19 111 2 18 111 2 1420948196
18 111 2 17 111 2 1420948196
17 111 2 16 111 2 1420948196
16 111 2 15 111 2 1420948196
15 111 2 14 111 2 1420948196
14 111 2 13 111 2 1420948196
13 111 2 12 111 2 1420948196
12 111 2 11 111 2 1420948196
11 111 2 10 111 2 1420948196
10 111 2 9 111 2 1420948196
9 111 2 8 111 2 1420948196
8 111 2 7 111 2 1420948196
7 111 2 6 111 2 1420948196
6 111 2 6 111 1 1420948196
46 140 1 46 139 1 1429302459
46 139 1 46 138 1 1429302459
46 138 1 46 137 1 1429302459
46 137 1 46 136 1 1429302459
46 136 1 46 135 1 1429302459
46 135 1 46 134 1 1429302459
46 134 1 46 133 1 1429302459
46 133 1 46 132 1 1429302459
46 132 1 46 131 1 1429302459
46 131 1 46 130 1 1429302459
46 130 1 46 129 1 1429302459
46 129 1 46 128 1 1429302459
46 128 1 46 127 1 1429302459
46 127 1 46 126 1 1429302459
46 126 1 46 125 1 1429302459
46 125 1 46 124 1 1429302459
46 124 1 46 123 1 1429302459
46 123 1 46 122 1 1429302459
46 122 1 46 121 1 1429302459
46 121 1 46 120 1 1429302459
46 120 1 46 119 1 1429302459
46 119 1 46 118 1 1429302459
46 118 1 46 117 1 1429302459
46 117 1 46 116 1 1429302459
46 116 1 46 115 1 1429302459
46 115 1 46 114 1 1429302459
46 114 1 46 113 1 1429302459
46 113 1 46 112 1 1429302459
46 112 1 46 111 1 1429302459
46 111 1 46 110 1 1429302459
46 110 1 46 109 1 1429302459
46 109 1 46 109 2 1429302459
46 109 2 47 109 2 1429302459
47 109 2 48 109 2 1429302459
48 109 2 49 109 2 1429302459
49 109 2 50 109 2 1429302459
50 109 2 51 109 2 1429302459
51 109 2 52 109 2 1429302459
52 109 2 53 109 2 1429302459
53 109 2 54 109 2 1429302459
54 109 2 55 109 2 1429302459
55 109 2 56 109 2 1429302459
56 109 2 57 109 2 1429302459
57 109 2 58 109 2 1429302459
58 109 2 59 109 2 1429302459
59 109 2 60 109 2 1429302459
60 109 2 61 109 2 1429302459
61 109 2 62 109 2 1429302459
62 109 2 63 109 2 1429302459
63 109 2 64 109 2 1429302459
64 109 2 65 109 2 1429302459
65 109 2 66 109 2 1429302459
66 109 2 67 109 2 1429302459
67 109 2 68 109 2 1429302459
68 109 2 69 109 2 1429302459
69 109 2 70 109 2 1429302459
70 109 2 71 109 2 1429302459
71 109 2 72 109 2 1429302459
72 109 2 73 109 2 1429302459
73 109 2 74 109 2 1429302459
74 109 2 75 109 2 1429302459
75 109 2 76 109 2 1429302459
76 109 2 77 109 2 1429302459
77 109 2 78 109 2 1429302459
78 109 2 79 109 2 1429302459
79 109 2 80 109 2 1429302459
80 109 2 81 109 2 1429302459
81 109 2 82 109 2 1429302459
82 109 2 83 109 2 1429302459
83 109 2 84 109 2 1429302459
84 109 2 85 109 2 1429302459
85 109 2 86 109 2 1429302459
86 109 2 87 109 2 1429302459
87 109 2 88 109 2 1429302459
88 109 2 89 109 2 1429302459
89 109 2 90 109 2 1429302459
90 109 2 91 109 2 1429302459
91 109 2 92 109 2 1429302459
92 109 2 93 109 2 1429302459
93 109 2 94 109 2 1429302459
94 109 2 95 109 2 1429302459
95 109 2 96 109 2 1429302459
96 109 2 97 109 2 1429302459
97 109 2 98 109 2 1429302459
98 109 2 99 109 2 1429302459
99 109 2 100 109 2 1429302459
100 109 2 101 109 2 1429302459
101 109 2 102 109 2 1429302459
102 109 2 103 109 2 1429302459
103 109 2 104 109 2 1429302459
104 109 2 105 109 2 1429302459
105 109 2 106 109 2 1429302459
106 109 2 107 109 2 1429302459
107 109 2 108 109 2 1429302459
108 109 2 109 109 2 1429302459
109 109 2 110 109 2 1429302459
110 109 2 111 109 2 1429302459
111 109 2 112 109 2 1429302459
112 109 2 113 109 2 1429302459
113 109 2 114 109 2 1429302459
114 109 2 115 109 2 1429302459
115 109 2 116 109 2 1429302459
116 109 2 117 109 2 1429302459
117 109 2 118 109 2 1429302459
118 109 2 119 109 2 1429302459
119 109 2 120 109 2 1429302459
120 109 2 121 109 2 1429302459
121 109 2 122 109 2 1429302459
122 109 2 123 109 2 1429302459
123 109 2 124 109 2 1429302459
124 109 2 125 109 2 1429302459
125 109 2 126 109 2 1429302459
126 109 2 127 109 2 1429302459
127 109 2 128 109 2 1429302459
128 109 2 129 109 2 1429302459
129 109 2 130 109 2 1429302459
130 109 2 131 109 2 1429302459
131 109 2 132 109 2 1429302459
132 109 2 133 109 2 1429302459
133 109 2 134 109 2 1429302459
134 109 2 135 109 2 1429302459
135 109 2 136 109 2 1429302459
136 109 2 137 109 2 1429302459
137 109 2 138 109 2 1429302459
138 109 2 139 109 2 1429302459
139 109 2 140 109 2 1429302459
140 109 2 141 109 2 1429302459
141 109 2 142 109 2 1429302459
142 109 2 143 109 2 1429302459
143 109 2 144 109 2 1429302459
144 109 2 145 109 2 1429302459
145 109 2 146 109 2 1429302459
146 109 2 147 109 2 1429302459
147 109 2 148 109 2 1429302459
148 109 2 149 109 2 1429302459
149 109 2 150 109 2 1429302459
150 109 2 151 109 2 1429302459
151 109 2 152 109 2 1429302459
152 109 2 153 109 2 1429302459
153 109 2 154 109 2 1429302459
154 109 2 155 109 2 1429302459
155 109 2 156 109 2 1429302459
156 109 2 157 109 2 1429302459
157 109 2 158 109 2 1429302459
158 109 2 159 109 2 1429302459
159 109 2 160 109 2 1429302459
160 109 2 161 109 2 1429302459
161 109 2 162 109 2 1429302459
162 109 2 163 109 2 1429302459
163 109 2 164 109 2 1429302459
164 109 2 165 109 2 1429302459
165 109 2 166 109 2 1429302459
166 109 2 166 109 1 1429302459
166 109 1 166 108 1 1429302459
166 108 1 166 107 1 1429302459
166 107 1 166 106 1 1429302459
166 106 1 166 105 1 1429302459
166 105 1 166 104 1 1429302459
166 104 1 166 103 1 1429302459
166 103 1 166 102 1 1429302459
166 102 1 166 101 1 1429302459
166 101 1 166 100 1 1429302459
166 100 1 166 99 1 1429302459
166 99 1 166 98 1 1429302459
166 98 1 166 97 1 1429302459
166 97 1 166 96 1 1429302459
166 96 1 166 95 1 1429302459
166 95 1 166 94 1 1429302459
166 94 1 166 93 1 1429302459
166 93 1 166 92 1 1429302459
166 92 1 166 91 1 1429302459
166 91 1 166 90 1 1429302459
166 90 1 166 89 1 1429302459
166 89 1 166 88 1 1429302459
166 88 1 166 87 1 1429302459
166 87 1 166 86 1 1429302459
166 86 1 166 85 1 1429302459
166 85 1 166 84 1 1429302459
166 84 1 166 83 1 1429302459
166 83 1 166 82 1 1429302459
166 82 1 166 81 1 1429302459
166 81 1 166 80 1 1429302459
166 80 1 166 79 1 1429302459
166 79 1 166 78 1 1429302459
166 78 1 166 77 1 1429302459
166 77 1 166 76 1 1429302459
166 76 1 166 75 1 1429302459
166 75 1 166 74 1 1429302459
166 74 1 166 73 1 1429302459
166 73 1 166 72 1 1429302459
166 72 1 166 71 1 1429302459
166 71 1 166 70 1 1429302459
166 70 1 166 69 1 1429302459
166 69 1 166 68 1 1429302459
166 68 1 166 67 1 1429302459
166 67 1 166 66 1 1429302459
166 66 1 166 65 1 1429302459
166 65 1 166 64 1 1429302459
166 64 1 166 63 1 1429302459
166 63 1 166 62 1 1429302459
166 62 1 166 61 1 1429302459
166 61 1 166 60 1 1429302459
166 60 1 166 59 1 1429302459
166 59 1 166 58 1 1429302459
166 58 1 166 57 1 1429302459
166 57 1 166 56 1 1429302459
166 56 1 166 55 1 1429302459
166 55 1 166 54 1 1429302459
166 54 1 166 53 1 1429302459
166 53 1 166 52 1 1429302459
166 52 1 166 51 1 1429302459
166 51 1 166 50 1 1429302459
166 50 1 166 49 1 1429302459
166 49 1 166 48 1 1429302459
166 48 1 166 47 1 1429302459
166 47 1 166 46 1 1429302459
166 46 1 166 45 1 1429302459
166 45 1 166 44 1 1429302459
166 44 1 166 43 1 1429302459
166 43 1 166 42 1 1429302459
166 42 1 166 41 1 1429302459
166 41 1 166 40 1 1429302459
166 40 1 166 39 1 1429302459
166 39 1 166 38 1 1429302459
166 38 1 166 37 1 1429302459
166 37 1 166 36 1 1429302459
166 36 1 166 35 1 1429302459
166 35 1 166 34 1 1429302459
166 34 1 166 33 1 1429302459
166 33 1 166 32 1 1429302459
166 32 1 166 31 1 1429302459
166 31 1 166 30 1 1429302459
166 30 1 166 29 1 1429302459
166 29 1 166 28 1 1429302459
166 28 1 166 27 1 1429302459
166 27 1 166 26 1 1429302459
166 26 1 166 25 1 1429302459
166 25 1 166 24 1 1429302459
166 24 1 166 23 1 1429302459
166 23 1 166 22 1 1429302459
166 22 1 166 22 2 1429302459
166 22 2 167 22 2 1429302459
167 22 2 167 22 1 1429302459
147 140 1 147 141 1 1463165224
147 141 1 147 141 2 1463165224
147 141 2 146 141 2 1463165224
146 141 2 145 141 2 1463165224
145 141 2 144 141 2 1463165224
144 141 2 143 141 2 1463165224
143 141 2 142 141 2 1463165224
142 141 2 141 141 2 1463165224
141 141 2 140 141 2 1463165224
140 141 2 139 141 2 1463165224
139 141 2 138 141 2 1463165224
138 141 2 138 141 1 1463165224
138 141 1 138 140 1 1463165224
138 140 1 138 139 1 1463165224
138 139 1 138 138 1 1463165224
138 138 1 138 138 2 1463165224
138 138 2 137 138 2 1463165224
137 138 2 136 138 2 1463165224
136 138 2 135 138 2 1463165224
135 138 2 134 138 2 1463165224
134 138 2 133 138 2 1463165224
133 138 2 132 138 2 1463165224
132 138 2 131 138 2 1463165224
131 138 2 130 138 2 1463165224
130 138 2 129 138 2 1463165224
129 138 2 128 138 2 1463165224
128 138 2 127 138 2 1463165224
127 138 2 126 138 2 1463165224
126 138 2 126 138 1 1463165224
126 138 1 126 137 1 1463165224
126 137 1 126 136 1 1463165224
126 136 1 126 135 1 1463165224
126 135 1 126 134 1 1463165224
126 134 1 126 133 1 1463165224
126 133 1 126 132 1 1463165224
126 132 1 126 131 1 1463165224
126 131 1 126 130 1 1463165224
126 130 1 126 129 1 1463165224
126 129 1 126 128 1 1463165224
126 128 1 126 127 1 1463165224
126 127 1 126 126 1 1463165224
126 126 1 126 125 1 1463165224
126 125 1 126 124 1 1463165224
126 124 1 126 123 1 1463165224
126 123 1 126 122 1 1463165224
