# Enhanced routing data format for plot_routing.py
# Cell format: CELL x y width height cell_name
106 116 1 106 115 1 1934931201
106 115 1 106 114 1 1934931201
106 114 1 106 113 1 1934931201
106 113 1 106 112 1 1934931201
106 112 1 106 111 1 1934931201
106 111 1 106 110 1 1934931201
106 110 1 106 109 1 1934931201
106 109 1 106 108 1 1934931201
106 108 1 106 107 1 1934931201
106 107 1 106 106 1 1934931201
106 106 1 106 105 1 1934931201
106 105 1 106 105 2 1934931201
106 105 2 105 105 2 1934931201
105 105 2 104 105 2 1934931201
104 105 2 103 105 2 1934931201
103 105 2 102 105 2 1934931201
102 105 2 101 105 2 1934931201
101 105 2 100 105 2 1934931201
100 105 2 99 105 2 1934931201
99 105 2 98 105 2 1934931201
98 105 2 97 105 2 1934931201
97 105 2 96 105 2 1934931201
96 105 2 95 105 2 1934931201
95 105 2 94 105 2 1934931201
94 105 2 93 105 2 1934931201
93 105 2 92 105 2 1934931201
92 105 2 91 105 2 1934931201
91 105 2 90 105 2 1934931201
90 105 2 89 105 2 1934931201
89 105 2 88 105 2 1934931201
88 105 2 87 105 2 1934931201
87 105 2 86 105 2 1934931201
86 105 2 85 105 2 1934931201
85 105 2 84 105 2 1934931201
84 105 2 83 105 2 1934931201
83 105 2 82 105 2 1934931201
82 105 2 81 105 2 1934931201
81 105 2 80 105 2 1934931201
80 105 2 79 105 2 1934931201
79 105 2 78 105 2 1934931201
78 105 2 77 105 2 1934931201
77 105 2 76 105 2 1934931201
76 105 2 75 105 2 1934931201
75 105 2 74 105 2 1934931201
74 105 2 73 105 2 1934931201
73 105 2 72 105 2 1934931201
72 105 2 71 105 2 1934931201
71 105 2 70 105 2 1934931201
70 105 2 70 105 1 1934931201
70 105 1 70 104 1 1934931201
70 104 1 70 103 1 1934931201
70 103 1 70 102 1 1934931201
70 102 1 70 101 1 1934931201
70 101 1 70 100 1 1934931201
70 100 1 70 99 1 1934931201
70 99 1 70 98 1 1934931201
70 98 1 70 97 1 1934931201
70 97 1 70 96 1 1934931201
70 96 1 70 95 1 1934931201
70 95 1 70 94 1 1934931201
70 94 1 70 93 1 1934931201
70 93 1 70 92 1 1934931201
70 92 1 70 91 1 1934931201
70 91 1 70 90 1 1934931201
70 90 1 70 89 1 1934931201
70 89 1 70 88 1 1934931201
70 88 1 70 87 1 1934931201
70 87 1 70 86 1 1934931201
70 86 1 70 85 1 1934931201
70 85 1 70 84 1 1934931201
70 84 1 70 83 1 1934931201
70 83 1 70 82 1 1934931201
70 82 1 70 81 1 1934931201
70 81 1 70 80 1 1934931201
70 80 1 70 79 1 1934931201
70 79 1 70 78 1 1934931201
70 78 1 70 77 1 1934931201
70 77 1 70 76 1 1934931201
70 76 1 70 75 1 1934931201
70 75 1 70 74 1 1934931201
70 74 1 70 73 1 1934931201
70 73 1 70 72 1 1934931201
70 72 1 70 71 1 1934931201
70 71 1 70 70 1 1934931201
70 70 1 70 69 1 1934931201
70 69 1 70 68 1 1934931201
70 68 1 70 67 1 1934931201
70 67 1 70 66 1 1934931201
70 66 1 70 65 1 1934931201
70 65 1 70 64 1 1934931201
70 64 1 70 63 1 1934931201
70 63 1 70 62 1 1934931201
70 62 1 70 61 1 1934931201
70 61 1 70 60 1 1934931201
70 60 1 70 59 1 1934931201
70 59 1 70 58 1 1934931201
70 58 1 70 57 1 1934931201
70 57 1 70 56 1 1934931201
70 56 1 70 55 1 1934931201
70 55 1 70 54 1 1934931201
70 54 1 70 53 1 1934931201
70 53 1 70 52 1 1934931201
70 52 1 70 51 1 1934931201
70 51 1 70 50 1 1934931201
70 50 1 70 49 1 1934931201
70 49 1 70 48 1 1934931201
70 48 1 70 47 1 1934931201
70 47 1 70 46 1 1934931201
70 46 1 70 46 2 1934931201
70 46 2 69 46 2 1934931201
69 46 2 68 46 2 1934931201
68 46 2 67 46 2 1934931201
67 46 2 66 46 2 1934931201
66 46 2 65 46 2 1934931201
65 46 2 64 46 2 1934931201
64 46 2 63 46 2 1934931201
63 46 2 62 46 2 1934931201
62 46 2 62 46 1 1934931201
62 46 1 62 45 1 1934931201
62 45 1 62 44 1 1934931201
62 44 1 62 43 1 1934931201
62 43 1 62 42 1 1934931201
62 42 1 62 41 1 1934931201
62 41 1 62 40 1 1934931201
62 40 1 62 39 1 1934931201
62 39 1 62 38 1 1934931201
62 38 1 62 37 1 1934931201
62 37 1 62 36 1 1934931201
62 36 1 62 35 1 1934931201
62 35 1 62 34 1 1934931201
62 34 1 62 33 1 1934931201
62 33 1 62 32 1 1934931201
62 32 1 62 31 1 1934931201
62 31 1 62 30 1 1934931201
62 30 1 62 29 1 1934931201
62 29 1 62 28 1 1934931201
62 28 1 62 27 1 1934931201
62 27 1 62 26 1 1934931201
62 26 1 62 25 1 1934931201
62 25 1 62 24 1 1934931201
62 24 1 62 23 1 1934931201
62 23 1 62 22 1 1934931201
62 22 1 62 21 1 1934931201
62 21 1 62 20 1 1934931201
62 20 1 62 20 2 1934931201
62 20 2 61 20 2 1934931201
61 20 2 60 20 2 1934931201
60 20 2 59 20 2 1934931201
59 20 2 58 20 2 1934931201
58 20 2 57 20 2 1934931201
57 20 2 56 20 2 1934931201
56 20 2 55 20 2 1934931201
55 20 2 54 20 2 1934931201
54 20 2 53 20 2 1934931201
53 20 2 52 20 2 1934931201
52 20 2 51 20 2 1934931201
51 20 2 51 20 1 1934931201
51 20 1 51 19 1 1934931201
51 19 1 51 18 1 1934931201
51 18 1 51 17 1 1934931201
51 17 1 51 16 1 1934931201
51 16 1 51 15 1 1934931201
51 15 1 51 14 1 1934931201
51 14 1 51 13 1 1934931201
51 13 1 51 12 1 1934931201
51 12 1 51 11 1 1934931201
51 11 1 51 10 1 1934931201
51 10 1 51 9 1 1934931201
51 9 1 51 8 1 1934931201
186 111 1 186 110 1 1935630996
186 110 1 186 109 1 1935630996
186 109 1 186 108 1 1935630996
186 108 1 186 107 1 1935630996
186 107 1 186 106 1 1935630996
186 106 1 186 105 1 1935630996
186 105 1 186 104 1 1935630996
186 104 1 186 103 1 1935630996
186 103 1 186 102 1 1935630996
186 102 1 186 101 1 1935630996
186 101 1 186 100 1 1935630996
186 100 1 186 99 1 1935630996
186 99 1 186 98 1 1935630996
186 98 1 186 97 1 1935630996
186 97 1 186 96 1 1935630996
186 96 1 186 95 1 1935630996
186 95 1 186 94 1 1935630996
186 94 1 186 93 1 1935630996
186 93 1 186 92 1 1935630996
186 92 1 186 91 1 1935630996
186 91 1 186 91 2 1935630996
186 91 2 185 91 2 1935630996
185 91 2 184 91 2 1935630996
184 91 2 183 91 2 1935630996
183 91 2 182 91 2 1935630996
182 91 2 181 91 2 1935630996
181 91 2 180 91 2 1935630996
180 91 2 179 91 2 1935630996
179 91 2 178 91 2 1935630996
178 91 2 177 91 2 1935630996
177 91 2 176 91 2 1935630996
176 91 2 175 91 2 1935630996
175 91 2 174 91 2 1935630996
174 91 2 173 91 2 1935630996
173 91 2 172 91 2 1935630996
172 91 2 171 91 2 1935630996
171 91 2 170 91 2 1935630996
170 91 2 169 91 2 1935630996
169 91 2 168 91 2 1935630996
168 91 2 167 91 2 1935630996
167 91 2 166 91 2 1935630996
166 91 2 165 91 2 1935630996
165 91 2 164 91 2 1935630996
164 91 2 163 91 2 1935630996
163 91 2 162 91 2 1935630996
162 91 2 161 91 2 1935630996
161 91 2 160 91 2 1935630996
160 91 2 159 91 2 1935630996
159 91 2 158 91 2 1935630996
158 91 2 157 91 2 1935630996
157 91 2 156 91 2 1935630996
156 91 2 155 91 2 1935630996
155 91 2 154 91 2 1935630996
154 91 2 153 91 2 1935630996
153 91 2 152 91 2 1935630996
152 91 2 151 91 2 1935630996
151 91 2 150 91 2 1935630996
150 91 2 149 91 2 1935630996
149 91 2 148 91 2 1935630996
148 91 2 147 91 2 1935630996
147 91 2 146 91 2 1935630996
146 91 2 145 91 2 1935630996
145 91 2 144 91 2 1935630996
144 91 2 143 91 2 1935630996
143 91 2 142 91 2 1935630996
142 91 2 141 91 2 1935630996
141 91 2 140 91 2 1935630996
140 91 2 139 91 2 1935630996
139 91 2 138 91 2 1935630996
138 91 2 137 91 2 1935630996
137 91 2 136 91 2 1935630996
136 91 2 135 91 2 1935630996
135 91 2 134 91 2 1935630996
134 91 2 133 91 2 1935630996
133 91 2 132 91 2 1935630996
132 91 2 131 91 2 1935630996
131 91 2 130 91 2 1935630996
130 91 2 129 91 2 1935630996
129 91 2 128 91 2 1935630996
128 91 2 127 91 2 1935630996
127 91 2 126 91 2 1935630996
126 91 2 125 91 2 1935630996
125 91 2 124 91 2 1935630996
124 91 2 123 91 2 1935630996
123 91 2 122 91 2 1935630996
122 91 2 121 91 2 1935630996
121 91 2 120 91 2 1935630996
120 91 2 119 91 2 1935630996
119 91 2 118 91 2 1935630996
118 91 2 117 91 2 1935630996
117 91 2 116 91 2 1935630996
116 91 2 115 91 2 1935630996
115 91 2 114 91 2 1935630996
114 91 2 113 91 2 1935630996
113 91 2 112 91 2 1935630996
112 91 2 111 91 2 1935630996
111 91 2 110 91 2 1935630996
110 91 2 109 91 2 1935630996
109 91 2 108 91 2 1935630996
108 91 2 107 91 2 1935630996
107 91 2 106 91 2 1935630996
106 91 2 105 91 2 1935630996
105 91 2 104 91 2 1935630996
104 91 2 103 91 2 1935630996
103 91 2 102 91 2 1935630996
102 91 2 101 91 2 1935630996
101 91 2 100 91 2 1935630996
100 91 2 99 91 2 1935630996
99 91 2 98 91 2 1935630996
98 91 2 97 91 2 1935630996
97 91 2 96 91 2 1935630996
96 91 2 95 91 2 1935630996
95 91 2 94 91 2 1935630996
94 91 2 93 91 2 1935630996
93 91 2 92 91 2 1935630996
92 91 2 91 91 2 1935630996
91 91 2 90 91 2 1935630996
90 91 2 89 91 2 1935630996
89 91 2 88 91 2 1935630996
88 91 2 87 91 2 1935630996
87 91 2 86 91 2 1935630996
86 91 2 85 91 2 1935630996
85 91 2 84 91 2 1935630996
84 91 2 83 91 2 1935630996
83 91 2 82 91 2 1935630996
82 91 2 81 91 2 1935630996
81 91 2 80 91 2 1935630996
80 91 2 79 91 2 1935630996
79 91 2 78 91 2 1935630996
78 91 2 77 91 2 1935630996
77 91 2 76 91 2 1935630996
76 91 2 75 91 2 1935630996
75 91 2 74 91 2 1935630996
74 91 2 73 91 2 1935630996
73 91 2 72 91 2 1935630996
72 91 2 71 91 2 1935630996
71 91 2 70 91 2 1935630996
70 91 2 69 91 2 1935630996
69 91 2 68 91 2 1935630996
68 91 2 67 91 2 1935630996
67 91 2 66 91 2 1935630996
66 91 2 65 91 2 1935630996
65 91 2 64 91 2 1935630996
64 91 2 63 91 2 1935630996
63 91 2 62 91 2 1935630996
62 91 2 61 91 2 1935630996
61 91 2 60 91 2 1935630996
60 91 2 59 91 2 1935630996
59 91 2 58 91 2 1935630996
58 91 2 57 91 2 1935630996
57 91 2 56 91 2 1935630996
56 91 2 55 91 2 1935630996
55 91 2 54 91 2 1935630996
54 91 2 53 91 2 1935630996
53 91 2 52 91 2 1935630996
52 91 2 51 91 2 1935630996
51 91 2 50 91 2 1935630996
50 91 2 49 91 2 1935630996
49 91 2 48 91 2 1935630996
48 91 2 47 91 2 1935630996
47 91 2 46 91 2 1935630996
46 91 2 45 91 2 1935630996
45 91 2 44 91 2 1935630996
44 91 2 43 91 2 1935630996
43 91 2 42 91 2 1935630996
42 91 2 41 91 2 1935630996
41 91 2 40 91 2 1935630996
40 91 2 39 91 2 1935630996
39 91 2 38 91 2 1935630996
38 91 2 37 91 2 1935630996
37 91 2 36 91 2 1935630996
36 91 2 35 91 2 1935630996
35 91 2 34 91 2 1935630996
34 91 2 33 91 2 1935630996
33 91 2 32 91 2 1935630996
32 91 2 31 91 2 1935630996
31 91 2 30 91 2 1935630996
30 91 2 29 91 2 1935630996
29 91 2 28 91 2 1935630996
28 91 2 27 91 2 1935630996
27 91 2 26 91 2 1935630996
26 91 2 25 91 2 1935630996
25 91 2 24 91 2 1935630996
24 91 2 23 91 2 1935630996
23 91 2 23 91 1 1935630996
23 91 1 23 90 1 1935630996
23 90 1 23 89 1 1935630996
23 89 1 23 88 1 1935630996
23 88 1 23 87 1 1935630996
23 87 1 23 86 1 1935630996
23 86 1 23 85 1 1935630996
23 85 1 23 84 1 1935630996
23 84 1 23 83 1 1935630996
23 83 1 23 82 1 1935630996
23 82 1 23 81 1 1935630996
23 81 1 23 80 1 1935630996
23 80 1 23 79 1 1935630996
23 79 1 23 78 1 1935630996
23 78 1 23 77 1 1935630996
23 77 1 23 76 1 1935630996
23 76 1 23 75 1 1935630996
23 75 1 23 74 1 1935630996
23 74 1 23 73 1 1935630996
23 73 1 23 72 1 1935630996
23 72 1 23 71 1 1935630996
23 71 1 23 70 1 1935630996
23 70 1 23 69 1 1935630996
23 69 1 23 68 1 1935630996
23 68 1 23 67 1 1935630996
23 67 1 23 66 1 1935630996
23 66 1 23 65 1 1935630996
23 65 1 23 64 1 1935630996
23 64 1 23 63 1 1935630996
23 63 1 23 62 1 1935630996
23 62 1 23 61 1 1935630996
23 61 1 23 60 1 1935630996
23 60 1 23 59 1 1935630996
23 59 1 23 58 1 1935630996
23 58 1 23 57 1 1935630996
23 57 1 23 56 1 1935630996
23 56 1 23 55 1 1935630996
23 55 1 23 54 1 1935630996
23 54 1 23 53 1 1935630996
23 53 1 23 52 1 1935630996
23 52 1 23 53 1 1935630996
23 53 1 23 54 1 1935630996
23 54 1 23 54 2 1935630996
23 54 2 24 54 2 1935630996
24 54 2 25 54 2 1935630996
25 54 2 26 54 2 1935630996
26 54 2 27 54 2 1935630996
27 54 2 28 54 2 1935630996
28 54 2 29 54 2 1935630996
29 54 2 30 54 2 1935630996
30 54 2 31 54 2 1935630996
31 54 2 32 54 2 1935630996
32 54 2 33 54 2 1935630996
33 54 2 34 54 2 1935630996
34 54 2 35 54 2 1935630996
35 54 2 36 54 2 1935630996
36 54 2 37 54 2 1935630996
37 54 2 38 54 2 1935630996
38 54 2 39 54 2 1935630996
39 54 2 40 54 2 1935630996
40 54 2 41 54 2 1935630996
41 54 2 42 54 2 1935630996
42 54 2 43 54 2 1935630996
43 54 2 44 54 2 1935630996
44 54 2 45 54 2 1935630996
45 54 2 46 54 2 1935630996
46 54 2 47 54 2 1935630996
47 54 2 48 54 2 1935630996
48 54 2 49 54 2 1935630996
49 54 2 49 54 1 1935630996
49 54 1 49 55 1 1935630996
49 55 1 49 56 1 1935630996
49 56 1 49 57 1 1935630996
49 57 1 49 58 1 1935630996
49 58 1 49 59 1 1935630996
49 59 1 49 60 1 1935630996
49 60 1 49 61 1 1935630996
49 61 1 49 62 1 1935630996
49 62 1 49 63 1 1935630996
49 63 1 49 64 1 1935630996
49 64 1 49 65 1 1935630996
49 65 1 49 66 1 1935630996
49 66 1 49 67 1 1935630996
49 67 1 49 68 1 1935630996
49 68 1 49 69 1 1935630996
49 69 1 49 70 1 1935630996
49 70 1 49 71 1 1935630996
49 71 1 49 72 1 1935630996
49 72 1 49 73 1 1935630996
49 73 1 49 74 1 1935630996
49 74 1 49 75 1 1935630996
49 75 1 49 76 1 1935630996
49 76 1 49 77 1 1935630996
49 77 1 49 78 1 1935630996
49 78 1 49 79 1 1935630996
49 79 1 49 80 1 1935630996
49 80 1 49 81 1 1935630996
49 81 1 49 82 1 1935630996
49 82 1 49 83 1 1935630996
49 83 1 49 84 1 1935630996
49 84 1 49 85 1 1935630996
49 85 1 49 86 1 1935630996
49 86 1 49 87 1 1935630996
49 87 1 49 88 1 1935630996
49 88 1 49 89 1 1935630996
49 89 1 49 90 1 1935630996
49 90 1 49 91 1 1935630996
49 91 1 49 92 1 1935630996
49 92 1 49 93 1 1935630996
49 93 1 49 94 1 1935630996
49 94 1 49 95 1 1935630996
49 95 1 49 96 1 1935630996
49 96 1 49 97 1 1935630996
49 97 1 49 98 1 1935630996
49 98 1 49 99 1 1935630996
49 99 1 49 100 1 1935630996
49 100 1 49 101 1 1935630996
49 101 1 49 102 1 1935630996
49 102 1 49 103 1 1935630996
49 103 1 49 104 1 1935630996
49 104 1 49 105 1 1935630996
49 105 1 49 106 1 1935630996
49 106 1 49 107 1 1935630996
49 107 1 49 108 1 1935630996
49 108 1 49 109 1 1935630996
49 109 1 49 110 1 1935630996
49 110 1 49 111 1 1935630996
49 111 1 49 112 1 1935630996
49 112 1 49 113 1 1935630996
49 113 1 49 114 1 1935630996
49 114 1 49 115 1 1935630996
49 115 1 49 116 1 1935630996
49 116 1 49 117 1 1935630996
49 117 1 49 118 1 1935630996
49 118 1 49 119 1 1935630996
49 119 1 49 120 1 1935630996
49 120 1 49 121 1 1935630996
49 121 1 49 122 1 1935630996
49 122 1 49 123 1 1935630996
49 123 1 49 124 1 1935630996
49 124 1 49 125 1 1935630996
49 125 1 49 126 1 1935630996
49 126 1 49 127 1 1935630996
49 127 1 49 128 1 1935630996
49 128 1 49 129 1 1935630996
49 129 1 49 130 1 1935630996
49 130 1 49 131 1 1935630996
49 131 1 49 132 1 1935630996
49 132 1 49 133 1 1935630996
49 133 1 49 134 1 1935630996
49 134 1 49 135 1 1935630996
49 135 1 49 136 1 1935630996
49 136 1 49 137 1 1935630996
49 137 1 49 138 1 1935630996
49 138 1 49 139 1 1935630996
49 139 1 49 140 1 1935630996
49 140 1 49 141 1 1935630996
49 141 1 49 142 1 1935630996
49 142 1 49 143 1 1935630996
49 143 1 49 144 1 1935630996
49 144 1 49 145 1 1935630996
49 145 1 49 146 1 1935630996
49 146 1 49 147 1 1935630996
49 147 1 49 148 1 1935630996
49 148 1 49 149 1 1935630996
49 149 1 49 150 1 1935630996
49 150 1 49 151 1 1935630996
49 151 1 49 152 1 1935630996
49 152 1 49 153 1 1935630996
49 153 1 49 154 1 1935630996
49 154 1 49 155 1 1935630996
49 155 1 49 156 1 1935630996
49 156 1 49 157 1 1935630996
49 157 1 49 158 1 1935630996
49 158 1 49 159 1 1935630996
49 159 1 49 160 1 1935630996
49 160 1 49 161 1 1935630996
49 161 1 49 162 1 1935630996
49 162 1 49 163 1 1935630996
49 163 1 49 164 1 1935630996
49 164 1 49 165 1 1935630996
49 165 1 49 166 1 1935630996
49 166 1 49 167 1 1935630996
49 167 1 49 168 1 1935630996
49 168 1 49 169 1 1935630996
49 169 1 49 170 1 1935630996
49 170 1 49 171 1 1935630996
49 171 1 49 172 1 1935630996
49 172 1 49 173 1 1935630996
49 173 1 49 174 1 1935630996
49 174 1 49 175 1 1935630996
49 175 1 49 176 1 1935630996
49 176 1 49 177 1 1935630996
49 177 1 49 178 1 1935630996
49 178 1 49 179 1 1935630996
49 179 1 49 180 1 1935630996
49 180 1 49 181 1 1935630996
49 181 1 49 182 1 1935630996
49 182 1 49 183 1 1935630996
49 183 1 49 184 1 1935630996
49 184 1 49 185 1 1935630996
49 185 1 49 186 1 1935630996
49 186 1 49 187 1 1935630996
49 187 1 49 188 1 1935630996
49 188 1 49 189 1 1935630996
49 189 1 49 190 1 1935630996
49 190 1 49 191 1 1935630996
49 191 1 49 192 1 1935630996
49 192 1 49 193 1 1935630996
49 193 1 49 194 1 1935630996
49 194 1 49 195 1 1935630996
49 195 1 49 196 1 1935630996
49 196 1 49 197 1 1935630996
49 197 1 49 198 1 1935630996
49 198 1 49 199 1 1935630996
40 170 1 40 171 1 1946972051
40 171 1 40 172 1 1946972051
40 172 1 40 172 2 1946972051
40 172 2 41 172 2 1946972051
41 172 2 42 172 2 1946972051
42 172 2 43 172 2 1946972051
43 172 2 44 172 2 1946972051
44 172 2 45 172 2 1946972051
45 172 2 46 172 2 1946972051
46 172 2 47 172 2 1946972051
47 172 2 48 172 2 1946972051
48 172 2 49 172 2 1946972051
49 172 2 50 172 2 1946972051
50 172 2 51 172 2 1946972051
51 172 2 52 172 2 1946972051
52 172 2 53 172 2 1946972051
53 172 2 54 172 2 1946972051
54 172 2 55 172 2 1946972051
55 172 2 56 172 2 1946972051
56 172 2 57 172 2 1946972051
57 172 2 58 172 2 1946972051
58 172 2 59 172 2 1946972051
59 172 2 60 172 2 1946972051
60 172 2 61 172 2 1946972051
61 172 2 62 172 2 1946972051
62 172 2 63 172 2 1946972051
63 172 2 64 172 2 1946972051
64 172 2 65 172 2 1946972051
65 172 2 66 172 2 1946972051
66 172 2 67 172 2 1946972051
67 172 2 68 172 2 1946972051
68 172 2 69 172 2 1946972051
69 172 2 69 172 1 1946972051
69 172 1 69 173 1 1946972051
69 173 1 69 174 1 1946972051
69 174 1 69 175 1 1946972051
69 175 1 69 176 1 1946972051
69 176 1 69 177 1 1946972051
69 177 1 69 178 1 1946972051
69 178 1 69 179 1 1946972051
69 179 1 69 180 1 1946972051
69 180 1 69 181 1 1946972051
69 181 1 69 182 1 1946972051
69 182 1 69 183 1 1946972051
69 183 1 69 184 1 1946972051
69 184 1 69 185 1 1946972051
69 185 1 69 185 2 1946972051
69 185 2 70 185 2 1946972051
70 185 2 71 185 2 1946972051
71 185 2 72 185 2 1946972051
72 185 2 73 185 2 1946972051
73 185 2 74 185 2 1946972051
74 185 2 75 185 2 1946972051
75 185 2 76 185 2 1946972051
76 185 2 77 185 2 1946972051
77 185 2 78 185 2 1946972051
78 185 2 79 185 2 1946972051
79 185 2 80 185 2 1946972051
80 185 2 81 185 2 1946972051
81 185 2 82 185 2 1946972051
82 185 2 83 185 2 1946972051
83 185 2 84 185 2 1946972051
84 185 2 85 185 2 1946972051
85 185 2 86 185 2 1946972051
86 185 2 87 185 2 1946972051
87 185 2 88 185 2 1946972051
88 185 2 89 185 2 1946972051
89 185 2 90 185 2 1946972051
90 185 2 91 185 2 1946972051
91 185 2 92 185 2 1946972051
92 185 2 93 185 2 1946972051
93 185 2 94 185 2 1946972051
94 185 2 95 185 2 1946972051
95 185 2 96 185 2 1946972051
96 185 2 96 185 1 1946972051
96 185 1 96 184 1 1946972051
96 184 1 96 184 2 1946972051
96 184 2 97 184 2 1946972051
97 184 2 98 184 2 1946972051
98 184 2 99 184 2 1946972051
99 184 2 100 184 2 1946972051
100 184 2 101 184 2 1946972051
101 184 2 102 184 2 1946972051
102 184 2 103 184 2 1946972051
103 184 2 103 184 1 1946972051
103 184 1 103 185 1 1946972051
103 185 1 103 185 2 1946972051
103 185 2 104 185 2 1946972051
104 185 2 105 185 2 1946972051
105 185 2 106 185 2 1946972051
106 185 2 107 185 2 1946972051
107 185 2 108 185 2 1946972051
108 185 2 109 185 2 1946972051
109 185 2 110 185 2 1946972051
110 185 2 111 185 2 1946972051
111 185 2 111 185 1 1946972051
111 185 1 111 186 1 1946972051
111 186 1 111 187 1 1946972051
111 187 1 111 188 1 1946972051
111 188 1 111 188 2 1946972051
111 188 2 112 188 2 1946972051
112 188 2 113 188 2 1946972051
113 188 2 114 188 2 1946972051
114 188 2 115 188 2 1946972051
115 188 2 116 188 2 1946972051
116 188 2 117 188 2 1946972051
117 188 2 117 188 1 1946972051
117 188 1 117 189 1 1946972051
117 189 1 117 189 2 1946972051
117 189 2 118 189 2 1946972051
118 189 2 119 189 2 1946972051
119 189 2 120 189 2 1946972051
120 189 2 121 189 2 1946972051
121 189 2 122 189 2 1946972051
122 189 2 123 189 2 1946972051
123 189 2 124 189 2 1946972051
124 189 2 125 189 2 1946972051
125 189 2 126 189 2 1946972051
126 189 2 127 189 2 1946972051
127 189 2 128 189 2 1946972051
128 189 2 129 189 2 1946972051
129 189 2 130 189 2 1946972051
130 189 2 131 189 2 1946972051
131 189 2 132 189 2 1946972051
132 189 2 133 189 2 1946972051
133 189 2 134 189 2 1946972051
134 189 2 135 189 2 1946972051
135 189 2 136 189 2 1946972051
136 189 2 137 189 2 1946972051
137 189 2 138 189 2 1946972051
138 189 2 139 189 2 1946972051
139 189 2 140 189 2 1946972051
140 189 2 141 189 2 1946972051
141 189 2 142 189 2 1946972051
142 189 2 143 189 2 1946972051
143 189 2 144 189 2 1946972051
144 189 2 145 189 2 1946972051
145 189 2 146 189 2 1946972051
146 189 2 147 189 2 1946972051
147 189 2 148 189 2 1946972051
148 189 2 149 189 2 1946972051
149 189 2 150 189 2 1946972051
150 189 2 151 189 2 1946972051
151 189 2 152 189 2 1946972051
152 189 2 153 189 2 1946972051
153 189 2 154 189 2 1946972051
154 189 2 155 189 2 1946972051
155 189 2 156 189 2 1946972051
156 189 2 157 189 2 1946972051
157 189 2 158 189 2 1946972051
158 189 2 159 189 2 1946972051
159 189 2 160 189 2 1946972051
160 189 2 161 189 2 1946972051
161 189 2 162 189 2 1946972051
162 189 2 163 189 2 1946972051
163 189 2 164 189 2 1946972051
164 189 2 165 189 2 1946972051
165 189 2 166 189 2 1946972051
166 189 2 167 189 2 1946972051
167 189 2 168 189 2 1946972051
168 189 2 169 189 2 1946972051
169 189 2 170 189 2 1946972051
170 189 2 171 189 2 1946972051
171 189 2 172 189 2 1946972051
172 189 2 173 189 2 1946972051
173 189 2 174 189 2 1946972051
174 189 2 175 189 2 1946972051
175 189 2 176 189 2 1946972051
176 189 2 177 189 2 1946972051
177 189 2 178 189 2 1946972051
178 189 2 179 189 2 1946972051
179 189 2 180 189 2 1946972051
180 189 2 181 189 2 1946972051
181 189 2 182 189 2 1946972051
182 189 2 183 189 2 1946972051
183 189 2 184 189 2 1946972051
184 189 2 185 189 2 1946972051
185 189 2 186 189 2 1946972051
186 189 2 187 189 2 1946972051
187 189 2 188 189 2 1946972051
188 189 2 189 189 2 1946972051
189 189 2 190 189 2 1946972051
190 189 2 191 189 2 1946972051
191 189 2 192 189 2 1946972051
192 189 2 193 189 2 1946972051
193 189 2 194 189 2 1946972051
194 189 2 194 189 1 1946972051
194 189 1 194 188 1 1946972051
194 188 1 194 187 1 1946972051
194 187 1 194 186 1 1946972051
194 186 1 194 185 1 1946972051
194 185 1 194 184 1 1946972051
194 184 1 194 183 1 1946972051
194 183 1 194 182 1 1946972051
194 182 1 194 181 1 1946972051
194 181 1 194 180 1 1946972051
194 180 1 194 179 1 1946972051
194 179 1 194 178 1 1946972051
194 178 1 194 177 1 1946972051
194 177 1 194 176 1 1946972051
194 176 1 194 175 1 1946972051
194 175 1 194 174 1 1946972051
194 174 1 194 173 1 1946972051
194 173 1 194 172 1 1946972051
194 172 1 194 171 1 1946972051
194 171 1 194 170 1 1946972051
194 170 1 194 169 1 1946972051
194 169 1 194 168 1 1946972051
194 168 1 194 167 1 1946972051
194 167 1 194 166 1 1946972051
194 166 1 194 165 1 1946972051
194 165 1 194 164 1 1946972051
194 164 1 194 163 1 1946972051
194 163 1 194 162 1 1946972051
194 162 1 194 161 1 1946972051
194 161 1 194 160 1 1946972051
194 160 1 194 159 1 1946972051
194 159 1 194 158 1 1946972051
194 158 1 194 157 1 1946972051
194 157 1 194 156 1 1946972051
194 156 1 194 155 1 1946972051
194 155 1 194 154 1 1946972051
194 154 1 194 153 1 1946972051
194 153 1 194 153 2 1946972051
194 153 2 193 153 2 1946972051
193 153 2 193 153 1 1946972051
193 153 1 193 152 1 1946972051
193 152 1 193 151 1 1946972051
193 151 1 193 150 1 1946972051
193 150 1 193 149 1 1946972051
193 149 1 193 148 1 1946972051
193 148 1 193 147 1 1946972051
193 147 1 193 146 1 1946972051
193 146 1 193 145 1 1946972051
193 145 1 193 144 1 1946972051
193 144 1 193 143 1 1946972051
193 143 1 193 142 1 1946972051
193 142 1 193 141 1 1946972051
193 141 1 193 140 1 1946972051
193 140 1 193 139 1 1946972051
193 139 1 193 138 1 1946972051
193 138 1 193 137 1 1946972051
193 137 1 193 136 1 1946972051
193 136 1 193 135 1 1946972051
193 135 1 193 134 1 1946972051
193 134 1 193 133 1 1946972051
193 133 1 193 132 1 1946972051
193 132 1 193 131 1 1946972051
193 131 1 193 130 1 1946972051
193 130 1 193 129 1 1946972051
193 129 1 193 128 1 1946972051
193 128 1 193 127 1 1946972051
193 127 1 193 126 1 1946972051
